"Demographics","Subgroup","Total Cases","Year","Whites","Blacks","Chicanos/Hispanics","Asian-Americans"
"education and race","Non-college whites","964","1994","72","58.3","56","NA"
"education and race","Non-college whites","812","1996","71.8","62.8","59.9","NA"
"education and race","Non-college whites","636","1998","70.5","67","NA","NA"
"education and race","Non-college whites","762","2000","73.9","63.5","60.5","62.5"
"education and race","Non-college whites","642","2002","69.1","65.6","62.4","62"
"education and race","Non-college whites","498","2004","73.5","67.6","64.3","65"
"education and race","Non-college whites","737","2008","73.4","64.7","60.2","61.9"
"education and race","Non-college whites","568","2012","72.6","60.9","59.3","59.9"
"education and race","Non-college whites","1461","2016","73.2","64.9","63.4","65.6"
"education and race","Non-college whites","2717","2020","70.9","67.7","67.7","67.2"
"education and race","Non-college whites","1740","2024","70.6","68.4","67.4","68"
"education and race","Non-college blacks","145","1964","66.4","92.5","NA","NA"
"education and race","Non-college blacks","130","1966","73.1","87.8","NA","NA"
"education and race","Non-college blacks","134","1968","68.3","91.2","NA","NA"
"education and race","Non-college blacks","136","1970","64.6","87.1","NA","NA"
"education and race","Non-college blacks","190","1972","65.2","89.8","NA","NA"
"education and race","Non-college blacks","128","1974","73","86.2","NA","NA"
"education and race","Non-college blacks","159","1976","68.4","87.6","62.4","NA"
"education and race","Non-college blacks","149","1980","78.8","91.1","65.2","NA"
"education and race","Non-college blacks","129","1982","69.5","78.6","NA","NA"
"education and race","Non-college blacks","181","1984","70.4","77.5","59.5","NA"
"education and race","Non-college blacks","264","1986","NA","82.7","NA","NA"
"education and race","Non-college blacks","175","1988","68.8","83.2","61.1","NA"
"education and race","Non-college blacks","215","1990","NA","83.2","NA","NA"
"education and race","Non-college blacks","233","1992","71.9","86.8","65.7","61"
"education and race","Non-college blacks","168","1994","75","81.8","67.3","NA"
"education and race","Non-college blacks","141","1996","77","84.4","73.1","NA"
"education and race","Non-college blacks","116","1998","77.1","83.1","NA","NA"
"education and race","Non-college blacks","122","2000","73.7","82","66.5","65"
"education and race","Non-college blacks","83","2002","62.5","67.7","59.2","59.3"
"education and race","Non-college blacks","126","2004","74.1","86.6","67.6","65.4"
"education and race","Non-college blacks","426","2008","74.6","85.7","67.9","68"
"education and race","Non-college blacks","391","2012","70.5","84.8","70.5","68.3"
"education and race","Non-college blacks","244","2016","65.8","82.9","68.8","66"
"education and race","Non-college blacks","413","2020","60.5","84.2","69.4","64"
"education and race","Non-college blacks","278","2024","65.8","81.5","66.6","64.9"
"education and race","Non-college Hispanics","12","1966","NA","NA","NA","NA"
"education and race","Non-college Hispanics","12","1968","NA","NA","NA","NA"
"education and race","Non-college Hispanics","14","1970","NA","NA","NA","NA"
"education and race","Non-college Hispanics","24","1972","NA","NA","NA","NA"
"education and race","Non-college Hispanics","20","1974","NA","NA","NA","NA"
"education and race","Non-college Hispanics","34","1976","63.8","60.7","73.4","NA"
"education and race","Non-college Hispanics","42","1980","77.5","65","75","NA"
"education and race","Non-college Hispanics","43","1982","67.2","59.5","NA","NA"
"education and race","Non-college Hispanics","101","1984","72.4","63.9","74","NA"
"education and race","Non-college Hispanics","105","1986","NA","69","NA","NA"
"education and race","Non-college Hispanics","119","1988","72.3","69.2","80.2","NA"
"education and race","Non-college Hispanics","141","1990","NA","73.7","NA","NA"
"education and race","Non-college Hispanics","153","1992","71.9","70","79.3","62.6"
"education and race","Non-college Hispanics","119","1994","74.5","68.3","78.5","NA"
"education and race","Non-college Hispanics","100","1996","72.7","69.7","79","NA"
"education and race","Non-college Hispanics","116","1998","72.8","71.8","NA","NA"
"education and race","Non-college Hispanics","77","2000","72.4","68.9","79.6","62.6"
"education and race","Non-college Hispanics","55","2002","68.6","69.5","72.8","63.6"
"education and race","Non-college Hispanics","74","2004","73.4","75.8","78.9","69.2"
"education and race","Non-college Hispanics","391","2008","71.2","69.5","82.2","65.4"
"education and race","Non-college Hispanics","373","2012","72","66.9","84.4","66.3"
"education and race","Non-college Hispanics","268","2016","67.4","68.9","78.8","68"
"education and race","Non-college Hispanics","434","2020","65.6","72.3","80.4","70.6"
"education and race","Non-college Hispanics","331","2024","64.4","67.9","75.6","67.6"
"education and race","Non-college others","3","1966","NA","NA","NA","NA"
"education and race","Non-college others","3","1968","NA","NA","NA","NA"
"education and race","Non-college others","7","1970","NA","NA","NA","NA"
"education and race","Non-college others","9","1972","NA","NA","NA","NA"
"education and race","Non-college others","6","1974","NA","NA","NA","NA"
"education and race","Non-college others","8","1976","NA","NA","NA","NA"
"education and race","Non-college others","6","1980","NA","NA","NA","NA"
"education and race","Non-college others","9","1982","NA","NA","NA","NA"
"education and race","Non-college others","30","1984","NA","NA","NA","NA"
"education and race","Non-college others","25","1986","NA","NA","NA","NA"
"education and race","Non-college others","36","1988","NA","NA","NA","NA"
"education and race","Non-college others","38","1990","NA","NA","NA","NA"
"education and race","Non-college others","31","1992","NA","NA","NA","NA"
"education and race","Non-college others","14","1994","NA","NA","NA","NA"
"education and race","Non-college others","20","1996","NA","NA","NA","NA"
"education and race","Non-college others","14","1998","NA","NA","NA","NA"
"education and race","Non-college others","52","2000","74.4","68.8","63.1","66.3"
"education and race","Non-college others","45","2002","64.3","63.6","58.8","60.4"
"education and race","Non-college others","26","2004","74.9","65.5","63.7","71.5"
"education and race","Non-college others","51","2008","72.4","71.3","70.2","70.6"
"education and race","Non-college others","96","2012","69.5","68","61.3","62.6"
"education and race","Non-college others","142","2016","67.8","68.1","63.8","70.1"
"education and race","Non-college others","282","2020","66.8","74.5","72.9","72.6"
"education and race","Non-college others","171","2024","63.9","68.5","65.8","69.7"
"education and race","College grad+ whites","156","1964","80.3","63.4","NA","NA"
"education and race","College grad+ whites","122","1966","78.1","64.3","NA","NA"
"education and race","College grad+ whites","190","1968","76.4","67.4","NA","NA"
"education and race","College grad+ whites","163","1970","70.7","65.1","NA","NA"
"education and race","College grad+ whites","266","1972","72.5","62.4","NA","NA"
"education and race","College grad+ whites","194","1974","72.9","60.6","NA","NA"
"education and race","College grad+ whites","281","1976","69.1","57.8","54.8","NA"
"education and race","College grad+ whites","218","1980","70.7","60.3","57.5","NA"
"education and race","College grad+ whites","229","1982","68.7","62.4","NA","NA"
"education and race","College grad+ whites","297","1984","74.3","68.6","64.2","NA"
"education and race","College grad+ whites","349","1986","NA","66.1","NA","NA"
"education and race","College grad+ whites","309","1988","70.3","61.4","57.3","NA"
"education and race","College grad+ whites","310","1990","NA","71.9","NA","NA"
"education and race","College grad+ whites","430","1992","68","62.1","60.9","62.1"
"education and race","College grad+ whites","355","1994","68.2","64","65","NA"
"education and race","College grad+ whites","368","1996","67.9","63.7","63.5","NA"
"education and race","College grad+ whites","269","1998","67.8","64.4","NA","NA"
"education and race","College grad+ whites","389","2000","70.4","67","64.9","68.3"
"education and race","College grad+ whites","373","2002","67.1","65.9","63.3","65.6"
"education and race","College grad+ whites","251","2004","74.3","72.9","70.9","72.5"
"education and race","College grad+ whites","287","2008","72.9","69.1","67.1","69.1"
"education and race","College grad+ whites","280","2012","73.8","66","66.2","68.2"
"education and race","College grad+ whites","1119","2016","73.4","70.4","71.5","73.1"
"education and race","College grad+ whites","2508","2020","71.9","73.1","74.1","74.9"
"education and race","College grad+ whites","1724","2024","69.2","71.1","71.6","72.3"
"education and race","College grad+ blacks","9","1964","NA","NA","NA","NA"
"education and race","College grad+ blacks","10","1968","NA","NA","NA","NA"
"education and race","College grad+ blacks","5","1970","NA","NA","NA","NA"
"education and race","College grad+ blacks","18","1972","NA","NA","NA","NA"
"education and race","College grad+ blacks","10","1974","NA","NA","NA","NA"
"education and race","College grad+ blacks","8","1976","NA","NA","NA","NA"
"education and race","College grad+ blacks","9","1980","NA","NA","NA","NA"
"education and race","College grad+ blacks","15","1982","NA","NA","NA","NA"
"education and race","College grad+ blacks","19","1984","NA","NA","NA","NA"
"education and race","College grad+ blacks","34","1986","NA","NA","NA","NA"
"education and race","College grad+ blacks","23","1988","NA","NA","NA","NA"
"education and race","College grad+ blacks","28","1990","NA","NA","NA","NA"
"education and race","College grad+ blacks","39","1992","NA","NA","NA","NA"
"education and race","College grad+ blacks","19","1994","NA","NA","NA","NA"
"education and race","College grad+ blacks","16","1996","NA","NA","NA","NA"
"education and race","College grad+ blacks","27","1998","NA","NA","NA","NA"
"education and race","College grad+ blacks","27","2000","NA","NA","NA","NA"
"education and race","College grad+ blacks","27","2002","NA","NA","NA","NA"
"education and race","College grad+ blacks","27","2004","NA","NA","NA","NA"
"education and race","College grad+ blacks","63","2008","78","87","76.9","72.6"
"education and race","College grad+ blacks","81","2012","76.5","90.5","82.1","79"
"education and race","College grad+ blacks","91","2016","61.6","84.3","72","67.9"
"education and race","College grad+ blacks","205","2020","68.2","88.9","76.5","73.5"
"education and race","College grad+ blacks","141","2024","66.6","84.8","73.7","71.3"
"education and race","College grad+ Hispanics","2","1972","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","1","1974","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","2","1976","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","9","1980","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","3","1982","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","14","1984","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","10","1986","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","16","1988","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","15","1990","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","25","1992","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","21","1994","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","22","1996","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","24","1998","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","28","2000","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","23","2002","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","19","2004","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","69","2008","70.1","71.6","74.4","69.1"
"education and race","College grad+ Hispanics","63","2012","75.9","74.1","84.5","75.4"
"education and race","College grad+ Hispanics","83","2016","69.8","71.2","81.2","74.9"
"education and race","College grad+ Hispanics","200","2020","69","75.6","82.4","77.4"
"education and race","College grad+ Hispanics","162","2024","70.3","71.9","79.2","76"
"education and race","College grad+ others","1","1966","NA","NA","NA","NA"
"education and race","College grad+ others","1","1970","NA","NA","NA","NA"
"education and race","College grad+ others","6","1972","NA","NA","NA","NA"
"education and race","College grad+ others","3","1974","NA","NA","NA","NA"
"education and race","College grad+ others","5","1976","NA","NA","NA","NA"
"education and race","College grad+ others","9","1980","NA","NA","NA","NA"
"education and race","College grad+ others","1","1982","NA","NA","NA","NA"
"education and race","College grad+ others","10","1984","NA","NA","NA","NA"
"education and race","College grad+ others","11","1986","NA","NA","NA","NA"
"education and race","College grad+ others","10","1988","NA","NA","NA","NA"
"education and race","College grad+ others","13","1990","NA","NA","NA","NA"
"education and race","College grad+ others","16","1992","NA","NA","NA","NA"
"education and race","College grad+ others","18","1994","NA","NA","NA","NA"
"education and race","College grad+ others","15","1996","NA","NA","NA","NA"
"education and race","College grad+ others","10","1998","NA","NA","NA","NA"
"education and race","College grad+ others","25","2000","NA","NA","NA","NA"
"education and race","College grad+ others","25","2002","NA","NA","NA","NA"
"education and race","College grad+ others","18","2004","NA","NA","NA","NA"
"education and race","College grad+ others","20","2008","NA","NA","NA","NA"
"education and race","College grad+ others","36","2012","65.8","61.8","61.8","66.1"
"education and race","College grad+ others","130","2016","69","67.3","68.6","76"
"education and race","College grad+ others","336","2020","65.1","71.2","71.3","78.2"
"education and race","College grad+ others","187","2024","63.9","68.6","69.7","75.8"
"education and age","Non-college 18-29","259","1964","82.8","62.9","NA","NA"
"education and age","Non-college 18-29","198","1966","83.4","65.7","NA","NA"
"education and age","Non-college 18-29","238","1968","78.6","63.2","NA","NA"
"education and age","Non-college 18-29","260","1970","75.2","61.9","NA","NA"
"education and age","Non-college 18-29","505","1972","74","63.4","NA","NA"
"education and age","Non-college 18-29","278","1974","75.6","65.9","NA","NA"
